CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084014;Quartiers Générat Establet;1 434;4 272;18 500;Sorgues;50,5;37,4;36,5;18,0;;1,7;35,3;;23,9;23,6;481;1 206;94;204;39;144;68;33;;537;96;89;162;83;64;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084015;Quartier De Chaffunes;1 248;4 272;18 500;Sorgues;54,0;46,5;;;;;;;17,4;15,2;352;912;58;140;27;127;50;13;;406;62;65;124;76;48;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084016;Quartiers Du Vieux Moulin Aux Mûriers;1 536;1 536;12 015;Monteux;51,2;37,0;34,4;17,4;19,8;1,6;39,2;4,0;13,4;11,6;376;796;99;184;19;74;22;38;;326;53;58;91;53;46;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084017;Centre Ancien Et Quartier De Saint Michel;3 307;3 307;12 325;Apt;55,4;32,8;32,1;26,7;31,3;0,9;53,1;;11,7;8,1;936;1 905;192;496;68;180;63;80;;732;108;118;199;135;96;76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084018;Quartiers Nord - Ouest;1 140;1 140;18 955;L'Isle-sur-la-Sorgue;52,5;40,3;;;;;36,8;;20;;297;723;71;119;22;85;30;12;;322;53;64;78;49;46;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084019;Centre ancien - Les Tours - La Gaillarde - Mistral - Sévigné;1 783;1 783;9 519;Valréas;52,8;36,3;34,1;21,0;20,7;1,3;40,3;3,9;25,9;23,2;435;927;96;212;39;88;32;33;;366;89;66;73;60;51;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084020;Quartiers Dr Ayme Condamines Barillon Saint Martin Bon Puits Saint Gilles Ratacans;5 069;6 169;25 636;Cavaillon;53,1;38,9;35,5;19,1;20,6;1,7;33,0;5,7;22,4;20,5;1 212;2 966;243;505;98;366;152;63;;1 284;252;230;345;204;140;113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084021;Quartiers La Clède Gare Route De Pertuis Saint Anne;1 100;6 169;25 636;Cavaillon;39,2;29,9;37,3;;;;39,5;;;;226;563;40;104;11;71;35;10;;257;52;51;72;43;28;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084022;Nord Du Centre Ancien Giono Ouest;2 449;2 449;13 776;Bollène;50,0;36,2;33,2;22,7;23,9;1,2;42,6;;25,5;24,1;759;1 657;134;400;49;176;78;53;;680;113;129;178;124;79;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085001;Jean Yole - Pyramides;2 545;5 175;52 732;La Roche-sur-Yon;54,0;32,1;23,8;16,5;23,5;1,6;57,1;;9,5;;1 000;1 935;235;558;55;152;50;77;26;738;126;115;196;127;89;85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085002;Vigne-aux-Roses;1 167;5 175;52 732;La Roche-sur-Yon;54,2;35,6;30,1;;;;56,8;;;;508;896;104;297;45;62;14;37;;289;55;51;79;51;30;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085003;Liberté - Zola;1 463;5 175;52 732;La Roche-sur-Yon;52,3;37,7;37,4;;;;59,3;;;;686;1 424;151;358;38;139;45;86;18;573;98;110;155;93;72;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085004;Centre - Moulins Liots;1 634;1 634;13 647;Fontenay-le-Comte;56,1;33,5;30,6;17,2;20,8;1,5;49,6;;5,1;4,7;565;967;96;363;43;63;16;47;14;299;42;35;83;59;49;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086001;Lac Renardières Ozon;4 270;6 869;31 262;Châtellerault;56,2;41,0;35,9;18,2;21,4;1,9;46,2;4,7;14;13,1;1 538;3 383;389;771;89;289;115;105;7;1 466;241;241;342;258;200;184;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086002;Châteauneuf Centre Ville;2 599;6 869;31 262;Châtellerault;52,0;35,8;33,7;23,0;28,4;1,0;61,8;;8,2;8,5;1 095;1 855;172;750;51;122;44;197;107;594;94;105;140;112;84;59;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086003;Bel Air;1 157;16 172;87 427;Poitiers;60,8;35,8;35,0;20,0;24,2;1,6;49,3;;16,2;;425;917;104;212;26;83;32;27;;384;76;70;99;63;40;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086004;Trois Cités;4 149;16 360;94 523;Poitiers, Saint-Benoît;55,6;38,7;34,4;17,0;20,9;1,9;45,4;;21,7;20,6;1 417;3 141;374;713;79;251;108;101;26;1 391;251;235;356;264;155;130;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086005;Couronneries;9 120;16 172;87 427;Poitiers;58,4;36,5;33,8;19,5;22,9;1,3;57,8;;12,3;11;3 055;6 145;681;1 724;186;464;182;286;202;2 448;454;428;598;418;310;240;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086006;Beaulieu;1 934;16 172;87 427;Poitiers;55,5;32,2;33,5;;;;65,9;;10,2;9,9;831;1 357;159;538;52;82;17;93;91;398;90;75;88;54;50;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087001;Portes Ferrées;1 261;25 514;135 098;Limoges;49,3;39,4;32,6;15,1;15,8;2,3;32,8;6,1;30,7;30,6;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087002;La Bastide;3 699;25 514;135 098;Limoges;52,3;41,3;36,6;18,8;22,3;1,9;42,8;10,3;29,3;28,2;974;2 350;196;457;98;223;107;46;9;1 056;154;185;276;191;130;120;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087003;Le Sablard;1 516;25 514;135 098;Limoges;53,9;26,8;;22,9;27,3;1,1;54,5;;9,4;;513;934;93;308;41;71;20;27;5;317;48;59;89;54;39;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087004;Beaubreuil;5 640;25 514;135 098;Limoges;51,1;42,3;38,7;15,0;15,9;2,3;24,1;5,1;24,5;25,2;1 541;3 768;295;635;171;440;167;86;8;1 641;292;274;424;296;184;171;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087005;Val De L'Aurence Sud;4 008;25 514;135 098;Limoges;54,3;45,2;41,9;14,7;16,8;2,6;35,2;7,7;25,9;23,8;1 280;3 326;341;573;80;286;156;97;53;1 676;265;291;424;324;195;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087006;Val De L'Aurence Nord;3 949;25 514;135 098;Limoges;53,8;38,1;37,3;18,1;20,1;1,8;35,8;4,4;23,5;21,6;1 180;2 997;310;451;104;315;141;74;16;1 406;266;263;369;230;151;127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087007;Les Coutures;1 679;25 514;135 098;Limoges;57,5;28,5;28,3;32,3;34,8;0,7;47,4;0,2;26,2;24,1;677;1 157;109;417;58;93;18;48;43;338;65;72;70;53;48;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087008;Bellevue;2 328;25 514;135 098;Limoges;54,5;29,5;27,0;26,5;30,6;0,7;48,5;;11,7;11,1;611;1 215;154;320;54;83;24;38;37;474;72;75;132;94;56;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087009;Le Vigenal;1 434;25 514;135 098;Limoges;60,3;29,5;28,5;31,5;34,0;0,7;47,8;;;;410;919;104;180;37;89;27;27;;378;64;74;82;65;56;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088001;Bitola;1 248;4 960;32 188;Épinal;55,9;35,6;;26,3;29,8;1,1;51,2;;;;539;1 082;144;292;28;75;24;34;6;442;68;65;102;78;72;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088002;La Justice;3 712;4 960;32 188;Épinal;52,3;40,6;38,5;16,0;16,9;1,9;42,1;;15,9;15,9;1 285;2 845;232;658;110;285;130;59;34;1 154;172;171;314;207;146;144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088003;Le Haut Du Gras;1 165;1 165;8 436;Golbey;56,9;35,5;31,9;16,9;18,9;1,8;44,7;0,7;3,3;3,4;413;844;126;198;27;62;21;24;;339;52;53;83;66;37;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088004;Le Rhumont;1 336;1 336;7 774;Remiremont;51,5;34,0;32,5;21,8;23,3;1,3;40,2;3,6;13,4;11,3;361;786;52;185;35;89;33;13;;305;35;44;86;72;35;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088005;Saint Roch - L'Orme;2 949;5 635;20 471;Saint-Dié-des-Vosges;52,2;37,8;34,7;17,0;18,5;1,8;40,7;;11,8;10,5;945;2 018;183;485;75;202;78;49;;790;122;121;219;131;111;86;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088006;Kellermann;2 686;5 635;20 471;Saint-Dié-des-Vosges;54,6;39,4;34,2;21,7;24,7;1,5;42,0;4,6;19,8;16,8;893;1 916;157;463;68;205;85;91;22;751;106;112;181;152;120;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089001;La Rive Droite;1 663;6 276;34 869;Auxerre;52,4;36,4;35,6;14,8;;1,9;39,9;;9,3;10,6;569;1 205;120;284;44;121;52;34;;476;75;67;132;95;61;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089002;Les Brichères - Sainte Geneviève;3 602;6 276;34 869;Auxerre;53,3;34,4;31,4;22,9;26,2;1,3;39,8;4,1;15,2;15,6;1 134;2 834;239;471;82;342;146;46;;1 264;196;201;355;223;153;136;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089003;Les Rosoirs;1 011;6 276;34 869;Auxerre;57,9;36,7;35,3;18,9;;1,5;54,3;;11,5;;365;728;107;186;20;52;14;24;;291;55;50;90;44;34;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089004;Pompidou-Ravel;970;970;6 938;Migennes;52,9;42,5;39,3;15,1;16,2;2,5;36,3;6,6;18,9;19,4;333;859;73;143;22;95;50;13;;406;54;64;112;91;47;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089005;La Madeleine;2 060;2 060;9 690;Joigny;52,9;41,0;37,7;13,8;15,7;2,5;32,5;4,4;18,7;19,8;613;1 437;147;267;48;151;54;35;13;623;101;98;155;115;87;67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089006;Arènes - Champs Plaisants;5 636;6 881;25 018;Sens;51,5;38,9;35,4;16,5;18,2;2,0;36,7;3,1;27,4;25,7;1 694;4 144;406;704;127;457;196;78;;1 850;328;319;479;340;216;168;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089007;Les Chaillots;1 245;6 881;25 018;Sens;54,8;43,0;40,3;12,7;;2,2;34,6;;15,5;15,8;385;844;110;167;30;78;31;27;;353;75;55;94;61;41;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090001;Bougenel - Mulhouse;1 655;15 622;50 196;Belfort;49,5;50,8;45,7;;;;57,0;;15,2;12,4;539;986;77;354;19;89;33;40;222;340;45;50;91;64;57;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090002;Les Glacis Du Château;2 430;15 622;50 196;Belfort;49,1;45,4;42,2;15,7;;2,2;30,5;10,0;27,8;24,9;662;1 543;86;325;61;190;81;31;67;620;101;89;176;107;79;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090003;Dardel La Méchelle;1 900;15 622;50 196;Belfort;52,7;26,8;24,9;25,7;28,7;0,8;57,1;;10,5;12;633;1 097;107;392;44;90;26;45;5;335;54;60;94;52;41;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090004;Résidences Le Mont;10 048;16 033;55 019;Bavilliers, Belfort;52,0;38,7;36,9;18,0;19,7;1,7;35,0;4,1;18,7;18,2;2 637;6 333;470;1 183;229;755;328;171;69;2 688;485;457;743;472;299;232;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090005;Arsot Ganghoffer;1 107;1 107;8 933;Offemont, Valdoie;50,6;34,6;33,4;22,6;24,1;1,2;27,5;4,3;17,9;19,2;328;821;46;136;39;107;44;16;;341;61;70;84;61;38;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091001;Le Bois Des Roches;916;916;20 057;Saint-Michel-sur-Orge;51,7;45,6;;;;;24,8;;16,7;;227;765;61;45;10;111;46;7;;420;70;68;116;82;51;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091002;Les Tarterêts;5 662;14 332;47 632;Corbeil-Essonnes;47,4;44,2;45,5;12,3;10,5;3,0;24,5;12,5;32,1;32,1;1 698;4 502;332;682;110;574;283;72;13;2 127;338;313;558;382;292;244;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091003;Montconseil;6 134;14 332;47 632;Corbeil-Essonnes;51,6;43,4;42,3;10,0;11,2;3,5;32,0;6,8;28,5;26,1;1 845;5 160;492;578;95;680;279;107;23;2 543;513;469;697;419;245;200;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091004;La Nacelle;1 478;14 332;47 632;Corbeil-Essonnes;54,5;38,1;34,2;19,4;24,3;1,6;27,9;;24;20,1;443;1 221;114;153;17;159;67;20;;599;92;102;181;108;65;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
