CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP022004;Croix Saint-Lambert - Ville Oger;1 632;6 943;45 331;Saint-Brieuc;56,3;37,3;33,2;;;1,7;44,6;;;;663;1 368;174;335;40;114;48;39;;553;83;100;142;99;77;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP022005;Le Plateau - Europe - Balzac;4 128;6 943;45 331;Saint-Brieuc;54,0;40,1;34,3;20,0;24,6;1,6;53,6;;16,9;14,7;1 561;3 163;347;872;91;251;89;112;121;1 263;239;200;317;233;163;111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP022006;Point Du Jour;1 183;6 943;45 331;Saint-Brieuc;52,6;37,0;;;;1,4;57,1;;;;401;740;84;235;21;61;19;42;12;258;53;46;65;44;30;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP022007;La Fontaine Des Eaux;1 208;1 208;13 990;Dinan;55,4;33,1;29,6;;;1,2;54,2;;5,2;4;440;852;129;240;17;54;13;17;;340;40;38;84;69;68;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP023001;L'Albatros;1 892;1 892;13 143;Guéret;55,6;35,1;27,9;21,1;27,2;1,3;56,5;;12,3;12,2;678;1 316;137;395;40;106;41;52;9;488;91;88;108;81;69;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP024001;Rive Gauche;1 775;5 563;28 063;Bergerac;55,8;35,1;31,4;26,4;29,5;1,2;33,3;;12,2;11,7;410;934;92;181;33;104;40;14;;387;46;71;107;72;53;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP024002;Quartier Des Deux Rives;2 655;5 563;28 063;Bergerac;58,2;29,6;25,6;29,4;35,4;0,7;66,8;;7,4;;1 148;1 753;203;798;59;88;14;160;34;467;81;84;101;91;66;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP024003;Quartier Nord;1 133;5 563;28 063;Bergerac;52,6;38,1;31,4;;;1,4;31,4;;9,6;;302;729;86;103;34;79;31;17;;323;39;57;88;60;49;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP024004;Chamiers;1 192;1 288;8 108;Coulounieix-Chamiers;52,8;37,7;34,2;18,6;21,6;1,6;47,4;3,3;18;17,2;427;872;92;235;27;73;29;26;;345;57;62;83;57;48;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP024005;La Boucle De L'Isle;1 474;2 666;38 144;Coulounieix-Chamiers, Périgueux;54,9;34,2;30,5;22,6;25,9;1,3;43,1;;18,2;19,3;375;759;90;202;24;59;16;17;;298;33;26;79;71;48;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025001;Le Grand Longs Traits;996;996;17 398;Pontarlier;48,4;;;20,4;;;44,5;;;;335;712;53;177;32;73;42;17;5;279;40;44;74;65;30;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025002;Grette;1 137;22 880;116 952;Besançon;52,5;45,8;43,8;13,7;;2,9;40,5;12,7;27,6;24,1;124;342;16;54;12;42;21;5;10;165;17;24;46;34;17;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025003;Orchamps - Palente;2 938;22 880;116 952;Besançon;52,8;35,1;32,3;19,6;22,9;1,3;52,7;;18,5;17,9;1 296;2 351;203;802;84;207;69;90;24;767;135;124;202;127;101;78;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025004;Planoise;15 286;22 880;116 952;Besançon;54,7;40,1;36,9;18,1;20,6;1,8;48,2;4,3;21,1;20,9;5 506;12 587;1 099;2 750;415;1 242;548;402;269;5 450;961;961;1 418;979;659;472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025005;Montrapon;1 919;22 880;116 952;Besançon;54,6;42,3;37,0;;;1,8;54,2;;;;642;1 278;132;349;45;116;41;44;69;478;96;85;121;71;62;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025006;Clairs Soleils;1 600;22 880;116 952;Besançon;53,3;43,7;40,0;16,1;;2,3;28,2;6,4;28,1;27,3;480;1 228;93;210;29;148;64;39;11;567;112;86;133;104;71;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025007;Les Champs Montants;1 840;1 840;14 552;Audincourt;49,1;40,2;38,5;17,3;;2,0;29,2;;21,7;21,9;554;1 424;94;218;62;180;95;22;;628;106;107;175;118;68;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025008;Champvallon;2 907;2 907;5 806;Bethoncourt;51,9;39,6;39,7;21,0;21,8;1,6;27,7;7,4;25,4;27,2;737;1 977;84;306;71;276;141;29;;886;144;158;263;159;89;73;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025009;Les Fougères;1 191;1 191;5 480;Grand-Charmont;49,6;41,6;39,9;18,4;20,9;2,0;32,6;7,0;22,7;21,2;388;1 006;54;167;34;133;65;26;;447;80;95;137;76;36;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025010;Chiffogne;2 186;9 599;25 697;Montbéliard;51,1;33,8;32,0;20,7;;1,3;49,3;;18,2;21,8;807;1 609;145;444;57;161;59;73;14;582;139;96;151;91;63;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025011;Petite Hollande;7 413;9 599;25 697;Montbéliard;53,5;37,9;36,1;21,3;22,0;1,5;41,5;4,5;23,5;22,5;1 906;4 849;341;814;159;592;305;71;19;2 196;318;387;644;386;269;192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025012;Les Evoironnes;1 630;1 630;3 975;Sochaux;48,2;26,9;26,3;25,4;28,3;0,8;43,9;2,2;18,4;16;537;1 014;55;327;55;100;40;31;;323;66;49;106;51;28;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025013;Les Buis;2 270;2 270;10 264;Valentigney;52,5;40,5;40,0;18,0;18,0;1,9;26,4;7,1;29,8;29,7;597;1 727;65;193;83;256;135;26;;790;117;143;241;162;69;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026001;Centre Ancien;2 314;6 111;33 632;Romans-sur-Isère;49,4;36,8;36,6;21,0;26,4;1,2;58,2;;13,2;;695;1 281;114;437;44;100;37;66;23;438;78;73;109;85;60;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026002;Quartiers Ouest;2 404;6 653;36 643;Montélimar;50,2;40,7;33,4;17,9;;1,9;35,2;;29,1;30,9;772;1 926;123;325;90;234;104;22;;822;151;157;229;128;98;59;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026003;Nocaze;1 531;6 653;36 643;Montélimar;57,0;37,7;;;;1,8;36,7;;13,6;11,5;443;1 110;128;162;36;117;45;22;;516;84;96;157;81;66;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026004;Centre Ancien;2 718;6 653;36 643;Montélimar;46,9;32,2;;14,9;19,7;1,4;68,0;;11,3;;1 366;2 079;196;973;72;125;33;204;70;529;106;85;124;85;83;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026005;Quartier Est;3 797;6 111;33 632;Romans-sur-Isère;51,6;40,3;36,3;22,3;24,0;1,6;35,7;8,2;24,6;25,6;960;2 266;129;445;115;271;123;26;;913;124;133;254;183;129;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026006;Polygone;2 189;13 357;61 767;Valence;55,2;39,2;36,2;20,2;21,3;1,6;44,4;;27,3;26,7;713;1 527;157;368;52;136;50;39;5;619;101;103;148;103;90;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026007;Les Hauts De Valence;8 439;13 357;61 767;Valence;51,4;40,5;38,2;20,8;21,6;1,7;36,7;6,4;23,7;22;2 347;5 966;377;1 028;231;711;377;99;61;2 654;398;437;715;525;354;225;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026008;Valensoles;1 534;13 357;61 767;Valence;54,7;35,8;35,7;22,3;;1,4;46,2;;10,3;;498;978;87;287;36;88;36;22;;355;75;52;84;75;35;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026009;Chamberlière;1 195;13 357;61 767;Valence;56,8;42,8;;;;3,7;20,9;;9,9;10,2;361;984;96;122;23;120;54;23;;478;71;87;127;85;62;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026010;Le Roc;3 237;3 237;12 936;Pierrelatte;54,2;37,9;35,7;19,9;23,1;1,6;39,6;3,1;19,5;17,4;848;1 966;163;397;69;219;95;34;;827;151;151;219;148;102;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026011;Coeur De Loriol;1 628;1 628;6 162;Loriol-sur-Drôme;51,0;38,1;37,3;18,2;19,1;1,7;44,8;3,2;13,9;10,9;383;863;88;174;27;94;26;40;;356;61;54;89;73;54;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026012;Clairval;926;926;6 098;Saint-Rambert-d'Albon;50,4;38,0;37,5;18,2;20,1;1,8;29,5;3,1;32,6;31,6;239;645;35;77;28;99;38;14;;274;48;43;68;62;35;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027001;Valmeux - Blanchères;3 587;4 575;24 064;Vernon;51,1;41,9;37,0;15,2;17,1;2,4;26,8;7,7;25,9;26;878;2 520;199;289;64;326;163;44;;1 248;220;208;362;197;155;106;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027002;Boutardes;988;4 575;24 064;Vernon;47,8;42,5;39,4;11,9;10,6;2,8;32,1;12,9;30,5;29;303;707;50;137;31;85;36;15;;286;45;61;65;40;40;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027003;La Madeleine;10 501;14 260;49 722;Évreux;51,9;43,5;40,7;13,1;14,5;2,8;37,3;6,5;27,9;25,3;3 470;8 257;852;1 568;232;818;365;195;8;3 739;603;663;1 003;654;456;360;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027004;Nétreville;2 356;14 260;49 722;Évreux;48,9;41,9;37,2;13,9;16,6;2,4;40,1;;19,8;19,3;809;1 786;201;398;59;151;59;42;;769;126;128;203;139;105;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027005;Navarre;1 403;14 260;49 722;Évreux;53,9;41,7;33,4;;;2,3;51,2;;13,3;;483;987;135;254;23;71;20;32;7;409;72;61;97;77;59;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027006;Maison-Rouge;1 049;2 411;18 023;Louviers;53,4;35,4;34,5;;;1,6;30,8;;20,2;21,2;369;883;81;145;40;103;34;22;;371;53;58;92;81;47;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027007;Acacias - La Londe - Les Oiseaux;1 362;2 411;18 023;Louviers;55,7;42,0;40,0;;;2,3;30,8;;13,5;11;459;1 091;105;195;35;124;50;31;;475;80;81;128;80;59;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027008;Centre Ville;7 168;7 168;12 969;Val-de-Reuil;51,6;46,8;44,8;10,0;9,8;3,9;28,9;9,0;17,4;15,2;2 028;5 588;504;701;142;681;318;159;;2 735;420;439;731;527;359;259;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027009;Le Bourg Le Comte;1 359;1 359;10 275;Bernay;54,2;37,9;34,0;16,0;18,9;1,8;44,9;;4,2;3,2;459;981;130;205;29;95;17;39;;404;59;60;105;91;54;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027010;L'Europe;1 402;2 699;10 757;Pont-Audemer;57,2;40,4;32,9;15,9;20,7;2,2;42,4;2,7;2,1;1,9;483;989;130;238;31;84;20;32;;398;54;61;100;72;65;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027011;La Passerelle;1 297;2 699;10 757;Pont-Audemer;57,0;40,6;36,9;15,1;15,6;2,2;34,6;1,4;1,3;0,8;398;889;110;161;40;87;23;28;;365;50;58;99;83;43;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028001;Les Vauvettes;1 078;3 058;12 047;Vernouillet;51,1;42,8;;;;2,8;24,7;10,4;16,1;14;295;890;66;88;18;123;68;11;;455;68;81;131;76;49;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028002;Quartier Des Clos;2 553;2 553;38 840;Chartres;51,1;40,8;39,2;16,1;14,6;2,1;37,7;7,2;20,5;19,8;633;1 523;148;285;38;162;63;38;;682;104;103;183;128;80;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028003;Vieux Puits;1 934;4 102;16 149;Lucé;51,1;42,2;41,6;;;2,9;36,9;;20,5;19;654;1 553;177;277;37;163;66;46;;697;125;134;178;122;75;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028004;Bruxelles - Arcades - Béguines;2 168;4 102;16 149;Lucé;54,3;40,9;39,1;12,5;15,8;2,7;40,7;4,1;18,8;19,7;702;1 715;188;278;52;184;70;24;;786;150;132;202;164;84;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028005;Tallemont - Bretagne;2 310;2 310;10 368;Mainvilliers;52,2;47,4;43,4;13,4;14,8;3,0;31,2;10,3;30,5;29,8;755;1 888;203;310;53;189;82;38;;892;146;158;221;175;117;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028006;Les Bâtes Tabellionne;4 927;13 779;43 420;Dreux, Vernouillet;52,7;42,3;41,5;12,6;11,2;2,9;34,1;6,8;20,8;20,1;1 484;3 667;317;628;99;440;182;56;;1 634;280;291;402;308;202;151;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
