CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP013018;6505;7667;34493;Vitrolles;55,1;41,4;37,7;17,2;19;2;31,8;5,4;10,5;9,3;2076;5307;571;812;120;573;261;113;5;2531;343;391;643;477;363;314;0
QP013019;1162;7667;34493;Vitrolles;54;41,6;38,1;;;2,8;29,9;;8,9;;415;1115;118;129;29;139;52;15;;532;89;83;153;91;61;55;0
QP013020;2207;2207;45303;Aubagne;54,4;34,1;31,3;24,8;26,9;1,1;30;2,4;6;6,9;725;1709;202;294;41;188;74;31;;751;104;141;193;146;96;71;0
QP013021;1430;5103;47904;Martigues;55,6;37,3;32,8;;;1,5;34,7;;;;402;1012;105;158;33;106;52;12;;467;53;72;137;95;75;35;0
QP013022;1875;5103;47904;Martigues;52,9;40;39,4;19;20;1,7;28,6;2,1;14,3;15,2;499;1164;129;232;21;117;56;21;;527;79;92;155;93;63;45;0
QP013023;1798;5103;47904;Martigues;52;41,8;37,9;12,9;13,2;2,8;29,1;3,6;14,7;12,5;476;1118;125;202;30;119;48;22;;484;79;83;136;83;58;45;0
QP013024;2353;6361;17208;Port-de-Bouc;55,7;38,2;34,9;24,7;28,6;1,3;36,3;;6,2;6,5;741;1814;193;317;66;165;69;56;;830;129;119;213;170;110;89;0
QP013025;4008;6361;17208;Port-de-Bouc;53;29,9;28,7;32,1;32,8;0,8;40,1;;11,5;8,2;1150;2294;231;609;99;211;73;50;;822;114;133;217;145;129;84;0
QP013026;1081;2110;15780;Châteaurenard;47,1;;;;;;44,6;;;;243;482;50;127;20;46;8;27;6;175;20;30;54;32;26;13;0
QP013027;1087;1087;3114;Orgon;46,2;35,2;34,1;20,4;19,9;1,4;32,1;4,1;23,4;21,6;229;595;48;82;13;86;32;17;;269;54;53;71;33;33;25;0
QP013028;1961;3041;13937;Berre-l'Étang;47,2;39,2;37,1;19,6;18,5;1,6;30;10,1;32,3;32,2;;;;;;;;;;;;;;;;;5
QP013029;3648;5215;44263;Salon-de-Provence;53,6;44,2;40,5;15,6;15,7;2,5;25,8;7;15,1;14,3;1052;2754;251;405;87;309;139;44;;1296;190;207;343;255;167;134;0
QP013030;1567;5215;44263;Salon-de-Provence;53,1;36,1;;;;1,6;30,5;;11,2;9,4;464;1138;128;162;38;136;40;23;;500;72;79;126;96;75;52;0
QP013031;6094;7039;33986;Marignane;53;36,9;35,3;18,4;19,3;1,6;34,4;;18,5;16;1798;4402;376;733;116;573;201;119;6;1900;318;346;524;316;240;156;0
QP013032;97048;176184;292171;Marseille 1er Arrondissement, Marseille 2e Arrondissement, Marseille 3e Arrondissement, Marseille 6e Arrondissement, Marseille 14e Arrondissement, Marseille 15e Arrondissement;50;35,9;35,5;17,8;17,9;1,6;45,8;3,6;23,4;21,8;36444;75248;6465;20345;2368;7266;2658;2127;2352;29036;5186;4600;7153;5220;3457;3420;0
QP013033;1889;5987;74234;Marseille 9e Arrondissement;57,2;34,8;32,8;20,9;23,2;1,4;31,4;;14,4;;508;1234;124;211;34;139;53;17;22;550;82;79;148;97;71;73;0
QP013034;2110;5987;74234;Marseille 9e Arrondissement;51,1;41,5;35,7;14,6;16,2;2,4;26,1;8,1;10;8,7;629;1638;153;240;47;189;61;24;5;762;93;127;196;150;106;90;0
QP013035;1418;12971;129549;Marseille 9e Arrondissement, Marseille 10e Arrondissement;54,5;41;38;17,5;;1,9;26,2;;11,5;;416;1227;134;137;17;128;64;29;;664;102;110;182;125;79;66;0
QP013036;1041;6984;55315;Marseille 10e Arrondissement;54,2;;;;;1,5;30;3,2;24,9;22,2;291;745;91;113;15;72;26;14;;366;49;61;78;81;51;46;0
QP013037;1528;6984;55315;Marseille 10e Arrondissement;54,3;37,1;;25,6;;1,3;32,7;;;;465;1123;112;206;36;111;50;8;;505;56;58;142;112;70;67;0
QP013038;5932;20536;172296;Marseille 10e Arrondissement, Marseille 11e Arrondissement, Marseille 12e Arrondissement;51,6;44,5;41,4;15,6;16,4;2,4;21,7;11,3;14;13,7;1604;4239;377;610;115;502;207;81;10;2009;264;282;503;388;294;278;0
QP013039;2016;11263;56544;Marseille 11e Arrondissement;55,3;34,5;28,5;20,5;24;1,4;36,4;;8,9;10,3;647;1449;181;279;51;136;42;24;;614;84;98;180;106;80;66;0
QP013040;2732;11263;56544;Marseille 11e Arrondissement;55,9;39,2;37,4;17,6;18,1;1,8;33;3,9;11,3;12;852;2004;234;371;54;193;75;27;;898;106;134;240;171;121;126;0
QP013041;1093;11770;62808;La Penne-sur-Huveaune, Marseille 11e Arrondissement;57,4;39,7;39,2;19,2;22,1;1,7;24,5;8,7;8;8,4;286;777;71;115;10;90;48;15;;391;49;58;96;94;56;38;0
QP013042;10439;27894;90555;Marseille 13e Arrondissement;50,9;44,5;40;14,4;15,8;2,6;25,4;8,6;14,3;14,9;2855;7188;718;1230;215;692;333;121;8;3399;453;479;843;643;475;506;0
QP013043;2122;27894;90555;Marseille 13e Arrondissement;54,1;43,2;39,5;20,1;20,6;1,8;21,7;9,7;13,6;15,4;591;1486;172;233;39;147;62;26;23;701;97;103;181;137;103;80;0
QP013044;8777;27894;90555;Marseille 13e Arrondissement;54,5;40,4;37,1;18,8;20,9;1,8;34,9;6,4;11,8;11,5;3044;7454;787;1337;233;687;306;111;;3457;407;488;827;694;525;516;0
QP013045;1428;30183;150992;Marseille 12e Arrondissement, Marseille 13e Arrondissement;53,7;46,9;39;15,6;18,5;2,4;24,3;7,2;13,1;14,6;354;860;98;147;28;81;33;16;;395;49;68;110;69;49;50;0
QP013046;1256;27894;90555;Marseille 13e Arrondissement;55,8;41,4;38;20;22,6;1,7;26,7;5,1;13,4;12,9;458;1047;115;217;32;94;43;20;;464;53;69;110;97;66;69;0
QP013047;882;27894;90555;Marseille 13e Arrondissement;55,1;;;;;;46;0;;;337;645;89;171;32;45;13;17;;232;36;41;61;38;32;24;0
QP013048;3123;35654;61186;Marseille 14e Arrondissement;50,9;41,3;38,4;17,9;18,2;2;26,4;11,9;16,7;17,8;838;2440;170;312;46;310;164;39;;1239;167;174;310;242;167;179;0
QP013049;24803;63548;151741;Marseille 13e Arrondissement, Marseille 14e Arrondissement;52,4;45,3;41,5;14,8;15,6;2,5;31,6;10,2;19,6;19,2;7065;18333;1847;2983;433;1802;830;335;40;8971;1240;1306;2182;1699;1249;1295;0
QP013050;3556;88277;141854;Marseille 14e Arrondissement, Marseille 15e Arrondissement;53,2;40,1;36,6;21,1;24,5;1,5;28;7,9;12,4;12,1;1014;2541;282;430;66;236;118;39;;1211;138;170;309;252;167;175;0
QP013051;10040;58093;97551;Marseille 15e Arrondissement, Marseille 16e Arrondissement;52,4;45;42;15,7;16,1;2,4;19,2;11,3;9,3;10,2;2674;7241;684;991;213;786;387;118;13;3534;473;492;920;670;483;496;0
QP013052;4456;58093;97551;Marseille 15e Arrondissement, Marseille 16e Arrondissement;54,8;40,5;37,9;19,8;21,8;1,8;30,8;6,1;11,9;11,2;1386;3469;372;589;74;351;155;64;;1646;236;264;421;298;227;200;0
QP013053;4692;52623;80668;Marseille 15e Arrondissement;53,7;33,6;34,1;21,8;22,1;1,3;34,7;2,3;20,3;17;1689;3703;385;834;106;364;132;89;;1542;268;282;404;259;170;159;0
QP013054;1660;52623;80668;Marseille 15e Arrondissement;53,4;46,3;41,5;13,5;13,8;2,8;19,1;9,6;9,5;9,3;505;1222;154;220;33;98;44;18;;579;70;67;123;125;99;95;0
QP013055;8191;52623;80668;Marseille 15e Arrondissement;53,2;47,4;44,7;13,4;13;3;18,4;12,3;16,8;16,5;1745;5124;506;611;118;510;275;65;;2732;358;395;677;557;392;353;0
QP013056;2602;52623;80668;Marseille 15e Arrondissement;50,4;45,7;43,3;11,3;11,8;3,5;20,5;13,2;12,6;12,6;345;748;58;186;31;70;38;13;;297;30;29;71;49;52;66;0
QP013057;2262;52623;80668;Marseille 15e Arrondissement;50,5;43;39,2;16,7;19,1;2,2;27,2;11,6;28,6;27,8;606;1770;174;198;35;199;98;32;;926;110;146;254;181;134;101;0
QP013058;14231;71489;104663;Marseille 2e Arrondissement, Marseille 15e Arrondissement;46,8;34;34,1;21,1;19,1;1,4;37,2;3,5;20,6;17,6;4514;9876;942;2338;283;951;365;275;19;4108;761;676;1035;716;490;430;0
QP013059;1814;88277;141854;Marseille 14e Arrondissement, Marseille 15e Arrondissement;52,4;36,5;33,6;23;24,8;1,2;23,6;8;13,6;15;569;1464;116;243;38;172;71;29;;681;95;97;168;130;92;99;0
QP013060;1788;5470;16883;Marseille 16e Arrondissement;52;38,7;34,5;19,8;20,7;1,6;36,8;;;;511;1220;140;222;26;123;47;44;;556;80;100;142;105;66;63;0
QP013061;3048;3048;42937;Istres;53,1;39,1;36,3;17,8;17,3;1,8;29,4;;12,3;11,2;967;2220;282;418;46;221;81;70;;982;165;160;257;193;132;75;0
QP013062;1623;7392;25002;Miramas;54;44,7;44,2;;;3,9;23,1;5,6;17;17,5;406;1092;94;132;23;157;48;17;;507;76;80;140;104;68;39;0
QP013063;5769;7392;25002;Miramas;49,6;38,2;38,5;20,2;19,1;1,6;29,7;7,8;28,4;24,6;1353;3516;254;559;97;443;221;57;;1610;222;257;450;317;221;143;0
QP013064;1982;5987;74234;Marseille 9e Arrondissement;59;33,1;30;25,3;28,9;1;31;;6,6;;676;1522;178;325;40;133;58;21;;666;71;92;153;135;120;95;0
QP013065;1758;2289;60437;Marseille 12e Arrondissement;54,2;32,6;27,5;26,2;28,4;1;35,9;;8,7;10,3;636;1224;136;358;46;96;33;14;;443;61;58;98;83;73;70;0
QP014001;4125;15594;107229;Caen;54,2;41,2;33,8;18,6;23,6;1,8;40,4;3;13,5;11,6;1503;3382;416;699;80;308;112;89;22;1480;232;255;381;255;208;149;0
QP014002;3908;15848;111651;Caen, Fleury-sur-Orne;52,7;42,1;40,1;14,6;15,3;2,3;37,5;3,3;20,4;17,8;1435;2795;275;821;98;241;80;138;36;1021;175;181;262;165;124;114;0
QP014003;4138;15608;118729;Caen, Ifs;52,7;34,9;31,6;18,4;21,8;1,6;45,5;;14,1;13,6;1778;3263;339;1061;136;242;91;74;;1115;191;203;280;187;151;103;0
QP014004;2159;15594;107229;Caen;51,1;38,2;36,6;14,7;;2,2;49,9;4,2;22,5;19,8;755;1758;202;348;39;166;78;37;;793;145;128;184;149;105;82;0
QP014005;1532;15594;107229;Caen;53,6;43;;;;1,9;47,2;;;;544;1115;111;307;32;94;39;43;56;449;70;68;101;98;64;48;0
QP014006;1330;1330;5973;Colombelles;53,1;33,1;27,2;26,9;32,4;1;44,9;2,6;7;6,2;391;912;84;171;34;102;42;22;;386;53;50;99;80;54;50;0
QP014007;8624;8624;21393;Hérouville-Saint-Clair;53,9;41,4;37,6;17,1;19,9;1,8;42,7;3,1;11,8;10,8;2947;6367;614;1475;213;645;235;196;380;2564;379;418;674;476;331;286;0
QP014008;1343;1343;7676;Honfleur;54,7;42,9;38,9;13,8;16,2;2,6;30,3;5,7;4,2;3,2;345;880;108;120;19;98;39;22;;417;46;62;107;87;66;49;0
QP014009;3522;3522;21132;Lisieux;58,2;37,3;31,7;24,1;28,8;1,3;42,8;;4,9;;1165;2440;343;561;78;183;64;83;;1014;129;179;251;209;143;103;0
QP015001;1218;1218;26572;Aurillac;50;;;;;;40,6;;;;348;703;64;194;33;57;17;17;;264;34;41;70;57;35;27;0
QP016001;3539;8005;41970;Angoulême;53,7;37,6;35;21,4;26,7;1,5;45,9;4,7;20;19,1;1165;2593;238;599;88;240;93;66;10;1099;201;194;288;166;143;107;0
QP016002;1923;8005;41970;Angoulême;52,7;32,3;27,5;20,7;23,9;1,3;55,1;2,4;16,1;13,8;777;1484;163;452;50;112;39;41;;546;82;94;140;89;73;68;0
QP016003;2543;8005;41970;Angoulême;52,9;40,1;37,4;16,7;18,9;1,9;57,6;;14;12,4;1010;1937;244;599;40;127;39;106;30;755;132;114;173;137;101;98;0
QP016004;1291;1291;7466;La Couronne;54,7;39,9;37,4;18,4;20,7;1,7;53;2,7;7,3;6,4;541;1053;132;310;22;77;26;59;14;410;51;69;106;88;53;43;0
QP016005;3286;3286;9366;Soyaux;55,3;39,8;35,6;19,4;23,8;1,7;44,3;4,4;17,2;16,5;1423;3182;303;682;124;314;133;81;;1318;220;235;362;228;132;141;0
QP016006;1898;1898;18705;Cognac;54,9;36,3;32,3;;;1,9;50,6;;8,5;;704;1490;197;351;50;106;41;59;;632;107;103;176;115;80;51;0
QP017001;6123;13371;74344;La Rochelle;54,8;40;36,3;19,7;22,3;1,7;38,6;4,3;11,6;10,4;2080;4650;570;955;123;432;167;100;6;2005;263;300;499;417;292;234;0
QP017002;5642;13371;74344;La Rochelle;52,8;37;34,6;17,3;19,4;1,7;40,6;2,5;14,8;13,7;1965;4012;453;1023;141;348;124;169;13;1554;241;259;387;277;215;175;0
QP017003;2087;2087;25601;Saintes;61;30,6;27,1;26,1;30,3;0,9;60,2;;;;950;1753;253;542;51;104;38;61;;644;95;98;167;126;93;65;0
QP017004;2362;3468;24761;Rochefort;49,9;33;29,9;20,1;24,4;1,2;55,3;;;;985;1635;148;640;76;121;24;91;22;466;66;72;102;106;85;35;0
QP017005;1106;3468;24761;Rochefort;57,2;48,4;47,6;;;3,6;20,8;;9,1;8,6;362;922;118;121;22;101;37;24;;432;60;69;120;84;55;44;0
QP017006;1207;1207;18138;Royan;55;30,4;25,8;34;35,9;0,7;50,7;;7,7;;436;793;88;271;14;63;18;23;5;274;34;34;69;58;46;33;0
QP017007;1606;13371;74344;La Rochelle;53,2;32,7;28,5;19,2;22,7;1,3;53,2;0;4;;660;1142;156;385;32;87;13;31;;366;74;57;73;69;55;38;0
QP018001;9503;11968;67189;Bourges;53,9;37,7;34,4;22,2;25,2;1,4;48,1;3,9;16,1;15,9;3119;6724;691;1589;232;607;232;198;61;2755;429;426;706;517;339;338;0
QP018002;2465;11968;67189;Bourges;54,9;37,8;32,4;;;2,6;47,8;;8,6;7,1;993;2046;294;491;51;157;42;77;7;846;157;127;211;159;111;81;0
QP018003;1578;1578;10238;Saint-Amand-Montrond;54,7;30,4;26,2;27;31,4;0,8;53,7;;;;591;1034;102;378;35;76;25;49;14;339;51;45;79;69;50;45;0
QP018004;4581;4581;27113;Vierzon;53,3;34,5;30,5;20,3;24,7;1,3;50,3;;24,3;19,7;1521;2865;314;900;104;203;83;151;22;1039;201;187;262;176;122;91;0
QP019001;1144;5770;46794;Brive-la-Gaillarde;54,1;40,3;31,4;24,7;31,7;1,4;33,4;;3,6;;404;854;90;213;26;75;23;20;;352;35;49;98;74;50;46;0
QP019002;2912;5770;46794;Brive-la-Gaillarde;53;35,8;33,7;23,7;27,8;1,3;34,4;4;26,7;25,8;761;1945;121;299;76;265;103;39;;843;149;141;240;142;108;63;0
QP019003;1714;5770;46794;Brive-la-Gaillarde;55,1;39,1;36,5;22,4;26;1,4;40,3;;25,1;22,2;527;1282;104;225;56;142;65;34;9;560;84;91;157;114;69;45;0
QP021001;1665;1665;21838;Beaune;52,8;34,7;30,8;16,3;;1,8;37,1;;18,3;17,5;463;998;113;213;29;108;39;30;;401;68;81;104;72;48;28;0
QP021002;4887;4887;13982;Chenôve;55,5;35,6;33,7;24,3;26,7;1,2;34,3;4,7;24,3;25,2;1522;3801;251;646;155;470;230;86;6;1666;275;266;461;304;210;150;0
QP021003;7466;11799;153003;Dijon;54,6;38,8;36,2;19,3;21,7;1,7;33,9;5,3;20;18,4;1889;4781;405;798;138;548;248;100;18;2205;317;351;561;434;295;247;0
QP021004;4333;11799;153003;Dijon;50,2;36;35,1;17;16,2;1,8;38,8;4,4;32,2;31;1628;3487;201;851;181;395;162;65;110;1272;253;270;358;203;92;96;0
QP021005;1192;1192;8981;Longvic;49,7;35,3;34;18,1;17,8;1,6;41,1;2,3;20,6;19,6;381;901;60;169;34;118;40;17;;361;65;71;97;51;50;27;0
QP021006;2576;2576;11131;Talant;54,2;42,1;39,8;13,5;13,4;2,5;41,2;5,9;19,5;18,8;995;2251;223;464;59;249;83;64;;946;189;172;224;167;107;87;0
QP022001;993;1925;19627;Lannion;62,3;30,9;25,5;28,3;35,1;0,9;55,9;;;;366;635;92;221;17;36;8;12;;215;27;28;60;36;40;24;0
QP022002;932;1925;19627;Lannion;43,4;28,2;;;;1;70,2;;;;454;721;71;315;23;45;13;39;19;201;40;30;54;33;26;18;0
QP022003;998;998;11569;Ploufragan;53;34,4;28;17,4;21,9;1,5;57,8;0;;;255;438;72;142;18;23;;18;;142;18;22;41;31;20;10;0
QP022004;1632;6943;45331;Saint-Brieuc;56,3;37,3;33,2;;;1,7;44,6;;;;663;1368;174;335;40;114;48;39;;553;83;100;142;99;77;52;0
QP022005;4128;6943;45331;Saint-Brieuc;54;40,1;34,3;20;24,6;1,6;53,6;;16,9;14,7;1561;3163;347;872;91;251;89;112;121;1263;239;200;317;233;163;111;0
QP022006;1183;6943;45331;Saint-Brieuc;52,6;37;;;;1,4;57,1;;;;401;740;84;235;21;61;19;42;12;258;53;46;65;44;30;20;0
QP022007;1208;1208;13990;Dinan;55,4;33,1;29,6;;;1,2;54,2;;5,2;4;440;852;129;240;17;54;13;17;;340;40;38;84;69;68;41;0
QP023001;1892;1892;13143;Guéret;55,6;35,1;27,9;21,1;27,2;1,3;56,5;;12,3;12,2;678;1316;137;395;40;106;41;52;9;488;91;88;108;81;69;51;0
QP024001;1775;5563;28063;Bergerac;55,8;35,1;31,4;26,4;29,5;1,2;33,3;;12,2;11,7;410;934;92;181;33;104;40;14;;387;46;71;107;72;53;38;0
QP024002;2655;5563;28063;Bergerac;58,2;29,6;25,6;29,4;35,4;0,7;66,8;;7,4;;1148;1753;203;798;59;88;14;160;34;467;81;84;101;91;66;44;0
QP024003;1133;5563;28063;Bergerac;52,6;38,1;31,4;;;1,4;31,4;;9,6;;302;729;86;103;34;79;31;17;;323;39;57;88;60;49;30;0
QP024004;1192;1288;8108;Coulounieix-Chamiers;52,8;37,7;34,2;18,6;21,6;1,6;47,4;3,3;18;17,2;427;872;92;235;27;73;29;26;;345;57;62;83;57;48;38;0
QP024005;1474;2666;38144;Coulounieix-Chamiers, Périgueux;54,9;34,2;30,5;22,6;25,9;1,3;43,1;;18,2;19,3;375;759;90;202;24;59;16;17;;298;33;26;79;71;48;41;0
QP025001;996;996;17398;Pontarlier;48,4;;;20,4;;;44,5;;;;335;712;53;177;32;73;42;17;5;279;40;44;74;65;30;26;0
QP025002;1137;22880;116952;Besançon;52,5;45,8;43,8;13,7;;2,9;40,5;12,7;27,6;24,1;124;342;16;54;12;42;21;5;10;165;17;24;46;34;17;27;0
QP025003;2938;22880;116952;Besançon;52,8;35,1;32,3;19,6;22,9;1,3;52,7;;18,5;17,9;1296;2351;203;802;84;207;69;90;24;767;135;124;202;127;101;78;0
QP025004;15286;22880;116952;Besançon;54,7;40,1;36,9;18,1;20,6;1,8;48,2;4,3;21,1;20,9;5506;12587;1099;2750;415;1242;548;402;269;5450;961;961;1418;979;659;472;0
QP025005;1919;22880;116952;Besançon;54,6;42,3;37;;;1,8;54,2;;;;642;1278;132;349;45;116;41;44;69;478;96;85;121;71;62;43;0
QP025006;1600;22880;116952;Besançon;53,3;43,7;40;16,1;;2,3;28,2;6,4;28,1;27,3;480;1228;93;210;29;148;64;39;11;567;112;86;133;104;71;61;0
QP025007;1840;1840;14552;Audincourt;49,1;40,2;38,5;17,3;;2;29,2;;21,7;21,9;554;1424;94;218;62;180;95;22;;628;106;107;175;118;68;54;0
QP025008;2907;2907;5806;Bethoncourt;51,9;39,6;39,7;21;21,8;1,6;27,7;7,4;25,4;27,2;737;1977;84;306;71;276;141;29;;886;144;158;263;159;89;73;0
QP025009;1191;1191;5480;Grand-Charmont;49,6;41,6;39,9;18,4;20,9;2;32,6;7;22,7;21,2;388;1006;54;167;34;133;65;26;;447;80;95;137;76;36;23;0
QP025010;2186;9599;25697;Montbéliard;51,1;33,8;32;20,7;;1,3;49,3;;18,2;21,8;807;1609;145;444;57;161;59;73;14;582;139;96;151;91;63;42;0
QP025011;7413;9599;25697;Montbéliard;53,5;37,9;36,1;21,3;22;1,5;41,5;4,5;23,5;22,5;1906;4849;341;814;159;592;305;71;19;2196;318;387;644;386;269;192;0
QP025012;1630;1630;3975;Sochaux;48,2;26,9;26,3;25,4;28,3;0,8;43,9;2,2;18,4;16;537;1014;55;327;55;100;40;31;;323;66;49;106;51;28;23;0
QP025013;2270;2270;10264;Valentigney;52,5;40,5;40;18;18;1,9;26,4;7,1;29,8;29,7;597;1727;65;193;83;256;135;26;;790;117;143;241;162;69;58;0
QP026001;2314;6111;33632;Romans-sur-Isère;49,4;36,8;36,6;21;26,4;1,2;58,2;;13,2;;695;1281;114;437;44;100;37;66;23;438;78;73;109;85;60;33;0
QP026002;2404;6653;36643;Montélimar;50,2;40,7;33,4;17,9;;1,9;35,2;;29,1;30,9;772;1926;123;325;90;234;104;22;;822;151;157;229;128;98;59;0
QP026003;1531;6653;36643;Montélimar;57;37,7;;;;1,8;36,7;;13,6;11,5;443;1110;128;162;36;117;45;22;;516;84;96;157;81;66;32;0
QP026004;2718;6653;36643;Montélimar;46,9;32,2;;14,9;19,7;1,4;68;;11,3;;1366;2079;196;973;72;125;33;204;70;529;106;85;124;85;83;46;0
QP026005;3797;6111;33632;Romans-sur-Isère;51,6;40,3;36,3;22,3;24;1,6;35,7;8,2;24,6;25,6;960;2266;129;445;115;271;123;26;;913;124;133;254;183;129;90;0
QP026006;2189;13357;61767;Valence;55,2;39,2;36,2;20,2;21,3;1,6;44,4;;27,3;26,7;713;1527;157;368;52;136;50;39;5;619;101;103;148;103;90;74;0
QP026007;8439;13357;61767;Valence;51,4;40,5;38,2;20,8;21,6;1,7;36,7;6,4;23,7;22;2347;5966;377;1028;231;711;377;99;61;2654;398;437;715;525;354;225;0
QP026008;1534;13357;61767;Valence;54,7;35,8;35,7;22,3;;1,4;46,2;;10,3;;498;978;87;287;36;88;36;22;;355;75;52;84;75;35;34;0
QP026009;1195;13357;61767;Valence;56,8;42,8;;;;3,7;20,9;;9,9;10,2;361;984;96;122;23;120;54;23;;478;71;87;127;85;62;46;0
QP026010;3237;3237;12936;Pierrelatte;54,2;37,9;35,7;19,9;23,1;1,6;39,6;3,1;19,5;17,4;848;1966;163;397;69;219;95;34;;827;151;151;219;148;102;56;0
QP026011;1628;1628;6162;Loriol-sur-Drôme;51;38,1;37,3;18,2;19,1;1,7;44,8;3,2;13,9;10,9;383;863;88;174;27;94;26;40;;356;61;54;89;73;54;25;0
QP026012;926;926;6098;Saint-Rambert-d'Albon;50,4;38;37,5;18,2;20,1;1,8;29,5;3,1;32,6;31,6;239;645;35;77;28;99;38;14;;274;48;43;68;62;35;18;0
QP027001;3587;4575;24064;Vernon;51,1;41,9;37;15,2;17,1;2,4;26,8;7,7;25,9;26;878;2520;199;289;64;326;163;44;;1248;220;208;362;197;155;106;0
QP027002;988;4575;24064;Vernon;47,8;42,5;39,4;11,9;10,6;2,8;32,1;12,9;30,5;29;303;707;50;137;31;85;36;15;;286;45;61;65;40;40;35;0
QP027003;10501;14260;49722;Évreux;51,9;43,5;40,7;13,1;14,5;2,8;37,3;6,5;27,9;25,3;3470;8257;852;1568;232;818;365;195;8;3739;603;663;1003;654;456;360;0
QP027004;2356;14260;49722;Évreux;48,9;41,9;37,2;13,9;16,6;2,4;40,1;;19,8;19,3;809;1786;201;398;59;151;59;42;;769;126;128;203;139;105;68;0
QP027005;1403;14260;49722;Évreux;53,9;41,7;33,4;;;2,3;51,2;;13,3;;483;987;135;254;23;71;20;32;7;409;72;61;97;77;59;43;0
QP027006;1049;2411;18023;Louviers;53,4;35,4;34,5;;;1,6;30,8;;20,2;21,2;369;883;81;145;40;103;34;22;;371;53;58;92;81;47;40;0
QP027007;1362;2411;18023;Louviers;55,7;42;40;;;2,3;30,8;;13,5;11;459;1091;105;195;35;124;50;31;;475;80;81;128;80;59;47;0
QP027008;7168;7168;12969;Val-de-Reuil;51,6;46,8;44,8;10;9,8;3,9;28,9;9;17,4;15,2;2028;5588;504;701;142;681;318;159;;2735;420;439;731;527;359;259;0
QP027009;1359;1359;10275;Bernay;54,2;37,9;34;16;18,9;1,8;44,9;;4,2;3,2;459;981;130;205;29;95;17;39;;404;59;60;105;91;54;35;0
QP027010;1402;2699;10757;Pont-Audemer;57,2;40,4;32,9;15,9;20,7;2,2;42,4;2,7;2,1;1,9;483;989;130;238;31;84;20;32;;398;54;61;100;72;65;46;0
QP027011;1297;2699;10757;Pont-Audemer;57;40,6;36,9;15,1;15,6;2,2;34,6;1,4;1,3;0,8;398;889;110;161;40;87;23;28;;365;50;58;99;83;43;32;0
QP028001;1078;3058;12047;Vernouillet;51,1;42,8;;;;2,8;24,7;10,4;16,1;14;295;890;66;88;18;123;68;11;;455;68;81;131;76;49;50;0
QP028002;2553;2553;38840;Chartres;51,1;40,8;39,2;16,1;14,6;2,1;37,7;7,2;20,5;19,8;633;1523;148;285;38;162;63;38;;682;104;103;183;128;80;84;0
QP028003;1934;4102;16149;Lucé;51,1;42,2;41,6;;;2,9;36,9;;20,5;19;654;1553;177;277;37;163;66;46;;697;125;134;178;122;75;63;0
QP028004;2168;4102;16149;Lucé;54,3;40,9;39,1;12,5;15,8;2,7;40,7;4,1;18,8;19,7;702;1715;188;278;52;184;70;24;;786;150;132;202;164;84;54;0
QP028005;2310;2310;10368;Mainvilliers;52,2;47,4;43,4;13,4;14,8;3;31,2;10,3;30,5;29,8;755;1888;203;310;53;189;82;38;;892;146;158;221;175;117;75;0
QP028006;4927;13779;43420;Dreux, Vernouillet;52,7;42,3;41,5;12,6;11,2;2,9;34,1;6,8;20,8;20,1;1484;3667;317;628;99;440;182;56;;1634;280;291;402;308;202;151;0
QP028007;1289;10721;31373;Dreux;50,9;45,2;42;;;3;18,9;11,4;18,7;20,9;286;906;38;85;14;149;77;8;;455;65;80;153;88;43;26;0
QP028008;6485;10721;31373;Dreux;50,6;43,2;41,9;12,5;11,1;2,9;18,4;8,6;25,8;26,1;1868;5144;367;661;171;669;327;75;;2427;402;450;644;452;284;195;0
QP028009;2728;2728;13226;Châteaudun;53,1;35,1;33,5;20,5;23;1,4;45,3;;22,6;20;933;2061;179;452;86;216;79;69;;829;144;143;225;151;99;67;0
QP028010;1628;1628;10496;Nogent-le-Rotrou;57,7;36,5;33,1;24,2;27,8;1,2;51,1;;15,3;12,2;459;891;78;277;27;77;28;31;;326;43;46;78;63;54;42;0
QP029001;1229;1229;18867;Concarneau;54,7;32,2;;;;1,3;61,4;;;;511;852;102;338;21;50;10;25;;269;37;24;69;59;42;38;0
QP029002;3792;3792;63532;Quimper;53,5;32;30,1;18,5;22,1;1,4;59,9;;14,2;11,9;1198;2323;205;703;93;197;84;60;14;843;118;133;222;161;115;94;0
QP029003;1205;17552;139386;Brest;50,4;40,9;;18,2;23,6;1,9;43,7;;;;430;915;105;231;29;65;27;22;5;383;46;62;110;69;57;39;0
QP029004;7357;17552;139386;Brest;54;37,2;34;16,5;20,7;1,8;50,8;;9,4;9;2578;5127;587;1406;138;447;123;183;164;1967;350;335;497;336;241;208;0
QP029005;2040;17552;139386;Brest;53,7;33,2;33,3;19,1;22;1,4;51,3;;14,8;14,4;815;1595;178;452;57;128;48;48;7;590;110;90;136;127;68;59;0
